kind	string	nsh_count	vela_count	status
REQUIRED	hap://app/	1	1	PASS
REQUIRED	vapp	1	1	PASS
REQUIRED	ai_agent < /dev/null &	1	1	PASS
REQUIRED	mooncat_coach_tick	3	3	PASS
REQUIRED	mooncat-active-coach	1	1	PASS
REQUIRED	MOONCAT ACTIVE COACH	1	1	PASS
BANNED	ILI9341_V2	0	0	PASS
BANNED	BOOT_COLOR_SEQUENCE	0	0	PASS
BANNED	PURE_COLOR_WRITE_SEQUENCE	0	0	PASS
BANNED	SOFTWARE_SPI_GATE	0	0	PASS
BANNED	luncher_mini_main	0	0	PASS
BANNED	luncher_mini &	0	0	PASS
